Longitude,Latitude,Time,Precipitation Anomaly
1.25E,88.75S,0000 16 Jul 2000,3.462345
3.75E,88.75S,0000 16 Jul 2000,3.531896
6.25E,88.75S,0000 16 Jul 2000,3.469562
8.75E,88.75S,0000 16 Jul 2000,3.248108
11.25E,88.75S,0000 16 Jul 2000,3.06321
13.75E,88.75S,0000 16 Jul 2000,3.068011
16.25E,88.75S,0000 16 Jul 2000,3.127747
18.75E,88.75S,0000 16 Jul 2000,3.05395
21.25E,88.75S,0000 16 Jul 2000,2.910915
23.75E,88.75S,0000 16 Jul 2000,2.842193
26.25E,88.75S,0000 16 Jul 2000,2.699372
28.75E,88.75S,0000 16 Jul 2000,2.616916
31.25E,88.75S,0000 16 Jul 2000,2.528606
33.75E,88.75S,0000 16 Jul 2000,2.167255
36.25E,88.75S,0000 16 Jul 2000,2.017031
38.75E,88.75S,0000 16 Jul 2000,2.44097
41.25E,88.75S,0000 16 Jul 2000,2.631968
43.75E,88.75S,0000 16 Jul 2000,2.760555
46.25E,88.75S,0000 16 Jul 2000,2.877281
48.75E,88.75S,0000 16 Jul 2000,2.817965
51.25E,88.75S,0000 16 Jul 2000,2.759886
53.75E,88.75S,0000 16 Jul 2000,3.159043
56.25E,88.75S,0000 16 Jul 2000,4.977726
58.75E,88.75S,0000 16 Jul 2000,4.626749
61.25E,88.75S,0000 16 Jul 2000,4.463293
63.75E,88.75S,0000 16 Jul 2000,4.452746
66.25E,88.75S,0000 16 Jul 2000,4.359695
68.75E,88.75S,0000 16 Jul 2000,4.373874
71.25E,88.75S,0000 16 Jul 2000,4.332891
73.75E,88.75S,0000 16 Jul 2000,4.216784
76.25E,88.75S,0000 16 Jul 2000,4.20269
78.75E,88.75S,0000 16 Jul 2000,4.451429
81.25E,88.75S,0000 16 Jul 2000,4.543993
83.75E,88.75S,0000 16 Jul 2000,4.472015
86.25E,88.75S,0000 16 Jul 2000,4.238513
88.75E,88.75S,0000 16 Jul 2000,4.104576
91.25E,88.75S,0000 16 Jul 2000,4.134622
93.75E,88.75S,0000 16 Jul 2000,4.245528
96.25E,88.75S,0000 16 Jul 2000,4.254178
98.75E,88.75S,0000 16 Jul 2000,4.024924
101.25E,88.75S,0000 16 Jul 2000,4.204553
103.75E,88.75S,0000 16 Jul 2000,4.701358
106.25E,88.75S,0000 16 Jul 2000,4.870956
108.75E,88.75S,0000 16 Jul 2000,5.06023
111.25E,88.75S,0000 16 Jul 2000,5.15328
113.75E,88.75S,0000 16 Jul 2000,5.066186
116.25E,88.75S,0000 16 Jul 2000,4.971278
118.75E,88.75S,0000 16 Jul 2000,4.76795
121.25E,88.75S,0000 16 Jul 2000,4.46136
123.75E,88.75S,0000 16 Jul 2000,3.980834
126.25E,88.75S,0000 16 Jul 2000,3.487546
128.75E,88.75S,0000 16 Jul 2000,2.914985
131.25E,88.75S,0000 16 Jul 2000,2.658999
133.75E,88.75S,0000 16 Jul 2000,2.953995
136.25E,88.75S,0000 16 Jul 2000,3.392745
138.75E,88.75S,0000 16 Jul 2000,3.400889
141.25E,88.75S,0000 16 Jul 2000,3.5944
143.75E,88.75S,0000 16 Jul 2000,3.684847
146.25E,88.75S,0000 16 Jul 2000,3.697866
148.75E,88.75S,0000 16 Jul 2000,3.339006
151.25E,88.75S,0000 16 Jul 2000,3.32082
153.75E,88.75S,0000 16 Jul 2000,3.007975
156.25E,88.75S,0000 16 Jul 2000,2.140766
158.75E,88.75S,0000 16 Jul 2000,1.406303
161.25E,88.75S,0000 16 Jul 2000,0.9800582
163.75E,88.75S,0000 16 Jul 2000,-0.08474678
166.25E,88.75S,0000 16 Jul 2000,-1.261158
168.75E,88.75S,0000 16 Jul 2000,-2.740081
171.25E,88.75S,0000 16 Jul 2000,-3.651823
173.75E,88.75S,0000 16 Jul 2000,-4.199372
176.25E,88.75S,0000 16 Jul 2000,-3.85371
178.75E,88.75S,0000 16 Jul 2000,-3.62482
178.75W,88.75S,0000 16 Jul 2000,-3.98003
176.25W,88.75S,0000 16 Jul 2000,-6.004299
173.75W,88.75S,0000 16 Jul 2000,-7.292296
171.25W,88.75S,0000 16 Jul 2000,-9.091657
168.75W,88.75S,0000 16 Jul 2000,-10.48045
166.25W,88.75S,0000 16 Jul 2000,-10.56182
163.75W,88.75S,0000 16 Jul 2000,-10.71136
161.25W,88.75S,0000 16 Jul 2000,-10.96273
158.75W,88.75S,0000 16 Jul 2000,-11.07
156.25W,88.75S,0000 16 Jul 2000,-11.07318
153.75W,88.75S,0000 16 Jul 2000,-11.21636
151.25W,88.75S,0000 16 Jul 2000,-11.35682
148.75W,88.75S,0000 16 Jul 2000,-11.35727
146.25W,88.75S,0000 16 Jul 2000,-11.49682
143.75W,88.75S,0000 16 Jul 2000,-11.49546
141.25W,88.75S,0000 16 Jul 2000,-11.49273
138.75W,88.75S,0000 16 Jul 2000,-11.48955
136.25W,88.75S,0000 16 Jul 2000,-11.62682
133.75W,88.75S,0000 16 Jul 2000,-11.62227
131.25W,88.75S,0000 16 Jul 2000,-11.61682
128.75W,88.75S,0000 16 Jul 2000,-11.60954
126.25W,88.75S,0000 16 Jul 2000,-11.60318
123.75W,88.75S,0000 16 Jul 2000,2.504104
121.25W,88.75S,0000 16 Jul 2000,2.578199
118.75W,88.75S,0000 16 Jul 2000,2.348131
116.25W,88.75S,0000 16 Jul 2000,2.292296
113.75W,88.75S,0000 16 Jul 2000,2.288764
111.25W,88.75S,0000 16 Jul 2000,2.360697
108.75W,88.75S,0000 16 Jul 2000,2.387705
106.25W,88.75S,0000 16 Jul 2000,2.340832
103.75W,88.75S,0000 16 Jul 2000,2.291646
101.25W,88.75S,0000 16 Jul 2000,2.243419
98.75W,88.75S,0000 16 Jul 2000,2.197659
96.25W,88.75S,0000 16 Jul 2000,2.444551
93.75W,88.75S,0000 16 Jul 2000,2.383982
91.25W,88.75S,0000 16 Jul 2000,2.366131
88.75W,88.75S,0000 16 Jul 2000,2.391059
86.25W,88.75S,0000 16 Jul 2000,2.847486
83.75W,88.75S,0000 16 Jul 2000,2.609025
81.25W,88.75S,0000 16 Jul 2000,2.718897
78.75W,88.75S,0000 16 Jul 2000,2.799451
76.25W,88.75S,0000 16 Jul 2000,2.873572
73.75W,88.75S,0000 16 Jul 2000,2.930874
71.25W,88.75S,0000 16 Jul 2000,2.980148
68.75W,88.75S,0000 16 Jul 2000,2.910038
66.25W,88.75S,0000 16 Jul 2000,3.305903
63.75W,88.75S,0000 16 Jul 2000,3.345905
61.25W,88.75S,0000 16 Jul 2000,3.172303
58.75W,88.75S,0000 16 Jul 2000,3.110432
56.25W,88.75S,0000 16 Jul 2000,3.017034
53.75W,88.75S,0000 16 Jul 2000,2.938446
51.25W,88.75S,0000 16 Jul 2000,2.844917
48.75W,88.75S,0000 16 Jul 2000,2.742328
46.25W,88.75S,0000 16 Jul 2000,2.856246
43.75W,88.75S,0000 16 Jul 2000,2.815541
41.25W,88.75S,0000 16 Jul 2000,2.859542
38.75W,88.75S,0000 16 Jul 2000,2.911512
36.25W,88.75S,0000 16 Jul 2000,3.028003
33.75W,88.75S,0000 16 Jul 2000,2.877375
31.25W,88.75S,0000 16 Jul 2000,2.8819
28.75W,88.75S,0000 16 Jul 2000,2.905064
26.25W,88.75S,0000 16 Jul 2000,2.783017
23.75W,88.75S,0000 16 Jul 2000,4.091555
21.25W,88.75S,0000 16 Jul 2000,4.209854
18.75W,88.75S,0000 16 Jul 2000,3.606312
16.25W,88.75S,0000 16 Jul 2000,3.319352
13.75W,88.75S,0000 16 Jul 2000,3.706938
11.25W,88.75S,0000 16 Jul 2000,4.330532
8.75W,88.75S,0000 16 Jul 2000,4.246791
6.25W,88.75S,0000 16 Jul 2000,3.965386
3.75W,88.75S,0000 16 Jul 2000,3.632847
1.25W,88.75S,0000 16 Jul 2000,3.388331
1.25E,86.25S,0000 16 Jul 2000,9.07615
3.75E,86.25S,0000 16 Jul 2000,8.264414
6.25E,86.25S,0000 16 Jul 2000,6.504412
8.75E,86.25S,0000 16 Jul 2000,5.531713
11.25E,86.25S,0000 16 Jul 2000,5.115619
13.75E,86.25S,0000 16 Jul 2000,4.779015
16.25E,86.25S,0000 16 Jul 2000,4.857842
18.75E,86.25S,0000 16 Jul 2000,4.948862
21.25E,86.25S,0000 16 Jul 2000,5.05325
23.75E,86.25S,0000 16 Jul 2000,5.200027
26.25E,86.25S,0000 16 Jul 2000,4.76824
28.75E,86.25S,0000 16 Jul 2000,4.250994
31.25E,86.25S,0000 16 Jul 2000,4.163711
33.75E,86.25S,0000 16 Jul 2000,3.499782
36.25E,86.25S,0000 16 Jul 2000,3.066908
38.75E,86.25S,0000 16 Jul 2000,3.368212
41.25E,86.25S,0000 16 Jul 2000,4.41526
43.75E,86.25S,0000 16 Jul 2000,4.277426
46.25E,86.25S,0000 16 Jul 2000,4.195437
48.75E,86.25S,0000 16 Jul 2000,3.968179
51.25E,86.25S,0000 16 Jul 2000,3.91022
53.75E,86.25S,0000 16 Jul 2000,4.130576
56.25E,86.25S,0000 16 Jul 2000,3.976424
58.75E,86.25S,0000 16 Jul 2000,3.524173
61.25E,86.25S,0000 16 Jul 2000,3.477467
63.75E,86.25S,0000 16 Jul 2000,3.552638
66.25E,86.25S,0000 16 Jul 2000,3.685708
68.75E,86.25S,0000 16 Jul 2000,4.152911
71.25E,86.25S,0000 16 Jul 2000,4.202676
73.75E,86.25S,0000 16 Jul 2000,4.164234
76.25E,86.25S,0000 16 Jul 2000,4.352424
78.75E,86.25S,0000 16 Jul 2000,4.992272
81.25E,86.25S,0000 16 Jul 2000,6.755605
83.75E,86.25S,0000 16 Jul 2000,7.425707
86.25E,86.25S,0000 16 Jul 2000,8.026917
88.75E,86.25S,0000 16 Jul 2000,8.137466
91.25E,86.25S,0000 16 Jul 2000,8.146279
93.75E,86.25S,0000 16 Jul 2000,9.34208
96.25E,86.25S,0000 16 Jul 2000,9.575739
98.75E,86.25S,0000 16 Jul 2000,9.540236
101.25E,86.25S,0000 16 Jul 2000,8.506944
103.75E,86.25S,0000 16 Jul 2000,7.083447
106.25E,86.25S,0000 16 Jul 2000,7.520162
108.75E,86.25S,0000 16 Jul 2000,7.808477
111.25E,86.25S,0000 16 Jul 2000,7.60253
113.75E,86.25S,0000 16 Jul 2000,7.776412
116.25E,86.25S,0000 16 Jul 2000,7.372152
118.75E,86.25S,0000 16 Jul 2000,6.212419
121.25E,86.25S,0000 16 Jul 2000,5.743181
123.75E,86.25S,0000 16 Jul 2000,4.802831
126.25E,86.25S,0000 16 Jul 2000,5.223705
128.75E,86.25S,0000 16 Jul 2000,3.351241
131.25E,86.25S,0000 16 Jul 2000,2.908026
133.75E,86.25S,0000 16 Jul 2000,2.706136
136.25E,86.25S,0000 16 Jul 2000,2.654889
138.75E,86.25S,0000 16 Jul 2000,3.086097
141.25E,86.25S,0000 16 Jul 2000,2.443924
143.75E,86.25S,0000 16 Jul 2000,1.68992
146.25E,86.25S,0000 16 Jul 2000,3.312682
148.75E,86.25S,0000 16 Jul 2000,3.674004
151.25E,86.25S,0000 16 Jul 2000,5.471423
153.75E,86.25S,0000 16 Jul 2000,4.760959
156.25E,86.25S,0000 16 Jul 2000,3.771266
158.75E,86.25S,0000 16 Jul 2000,3.420254
161.25E,86.25S,0000 16 Jul 2000,3.832851
163.75E,86.25S,0000 16 Jul 2000,5.007153
166.25E,86.25S,0000 16 Jul 2000,4.793234
168.75E,86.25S,0000 16 Jul 2000,4.960998
171.25E,86.25S,0000 16 Jul 2000,6.917895
173.75E,86.25S,0000 16 Jul 2000,7.846313
176.25E,86.25S,0000 16 Jul 2000,8.608748
178.75E,86.25S,0000 16 Jul 2000,7.663998
178.75W,86.25S,0000 16 Jul 2000,6.781876
176.25W,86.25S,0000 16 Jul 2000,10.05271
173.75W,86.25S,0000 16 Jul 2000,11.55122
171.25W,86.25S,0000 16 Jul 2000,12.48107
168.75W,86.25S,0000 16 Jul 2000,11.60133
166.25W,86.25S,0000 16 Jul 2000,8.788964
163.75W,86.25S,0000 16 Jul 2000,7.814544
161.25W,86.25S,0000 16 Jul 2000,8.184414
158.75W,86.25S,0000 16 Jul 2000,8.030735
156.25W,86.25S,0000 16 Jul 2000,7.893525
153.75W,86.25S,0000 16 Jul 2000,7.873017
151.25W,86.25S,0000 16 Jul 2000,8.367413
148.75W,86.25S,0000 16 Jul 2000,5.652053
146.25W,86.25S,0000 16 Jul 2000,5.615592
143.75W,86.25S,0000 16 Jul 2000,5.641249
141.25W,86.25S,0000 16 Jul 2000,7.736728
138.75W,86.25S,0000 16 Jul 2000,8.607063
136.25W,86.25S,0000 16 Jul 2000,8.801647
133.75W,86.25S,0000 16 Jul 2000,9.319402
131.25W,86.25S,0000 16 Jul 2000,9.13231
128.75W,86.25S,0000 16 Jul 2000,10.86946
126.25W,86.25S,0000 16 Jul 2000,12.36334
123.75W,86.25S,0000 16 Jul 2000,8.478399
121.25W,86.25S,0000 16 Jul 2000,5.554038
118.75W,86.25S,0000 16 Jul 2000,4.468377
116.25W,86.25S,0000 16 Jul 2000,4.024055
113.75W,86.25S,0000 16 Jul 2000,4.576123
111.25W,86.25S,0000 16 Jul 2000,3.504184
108.75W,86.25S,0000 16 Jul 2000,2.228719
106.25W,86.25S,0000 16 Jul 2000,1.216577
103.75W,86.25S,0000 16 Jul 2000,0.6641845
101.25W,86.25S,0000 16 Jul 2000,0.4448702
98.75W,86.25S,0000 16 Jul 2000,0.4226936
96.25W,86.25S,0000 16 Jul 2000,1.967864
93.75W,86.25S,0000 16 Jul 2000,2.591635
91.25W,86.25S,0000 16 Jul 2000,2.190888
88.75W,86.25S,0000 16 Jul 2000,1.060232
86.25W,86.25S,0000 16 Jul 2000,1.641859
83.75W,86.25S,0000 16 Jul 2000,1.101248
81.25W,86.25S,0000 16 Jul 2000,1.503386
78.75W,86.25S,0000 16 Jul 2000,1.679523
76.25W,86.25S,0000 16 Jul 2000,1.684644
73.75W,86.25S,0000 16 Jul 2000,1.603646
71.25W,86.25S,0000 16 Jul 2000,1.52481
68.75W,86.25S,0000 16 Jul 2000,1.594805
66.25W,86.25S,0000 16 Jul 2000,1.990325
63.75W,86.25S,0000 16 Jul 2000,2.905807
61.25W,86.25S,0000 16 Jul 2000,3.585913
58.75W,86.25S,0000 16 Jul 2000,3.31055
56.25W,86.25S,0000 16 Jul 2000,3.481343
53.75W,86.25S,0000 16 Jul 2000,3.101023
51.25W,86.25S,0000 16 Jul 2000,3.177953
48.75W,86.25S,0000 16 Jul 2000,3.442282
46.25W,86.25S,0000 16 Jul 2000,3.684221
43.75W,86.25S,0000 16 Jul 2000,3.527143
41.25W,86.25S,0000 16 Jul 2000,3.606563
38.75W,86.25S,0000 16 Jul 2000,4.202332
36.25W,86.25S,0000 16 Jul 2000,4.948705
33.75W,86.25S,0000 16 Jul 2000,4.496846
31.25W,86.25S,0000 16 Jul 2000,3.783852
28.75W,86.25S,0000 16 Jul 2000,3.255178
26.25W,86.25S,0000 16 Jul 2000,4.778541
23.75W,86.25S,0000 16 Jul 2000,7.163218
21.25W,86.25S,0000 16 Jul 2000,6.740318
18.75W,86.25S,0000 16 Jul 2000,5.982234
16.25W,86.25S,0000 16 Jul 2000,6.348792
13.75W,86.25S,0000 16 Jul 2000,6.337376
11.25W,86.25S,0000 16 Jul 2000,7.579231
8.75W,86.25S,0000 16 Jul 2000,6.898013
6.25W,86.25S,0000 16 Jul 2000,6.569606
3.75W,86.25S,0000 16 Jul 2000,7.131117
1.25W,86.25S,0000 16 Jul 2000,8.475578
1.25E,83.75S,0000 16 Jul 2000,8.666671
3.75E,83.75S,0000 16 Jul 2000,8.454552
6.25E,83.75S,0000 16 Jul 2000,7.759248
8.75E,83.75S,0000 16 Jul 2000,7.681899
11.25E,83.75S,0000 16 Jul 2000,7.185816
13.75E,83.75S,0000 16 Jul 2000,6.705766
16.25E,83.75S,0000 16 Jul 2000,6.350511
18.75E,83.75S,0000 16 Jul 2000,6.216785
21.25E,83.75S,0000 16 Jul 2000,6.270076
23.75E,83.75S,0000 16 Jul 2000,6.585249
26.25E,83.75S,0000 16 Jul 2000,5.103241
28.75E,83.75S,0000 16 Jul 2000,3.912134
31.25E,83.75S,0000 16 Jul 2000,3.580961
33.75E,83.75S,0000 16 Jul 2000,3.373336
36.25E,83.75S,0000 16 Jul 2000,3.987575
38.75E,83.75S,0000 16 Jul 2000,4.31325
41.25E,83.75S,0000 16 Jul 2000,5.040594
43.75E,83.75S,0000 16 Jul 2000,5.017509
46.25E,83.75S,0000 16 Jul 2000,4.925978
48.75E,83.75S,0000 16 Jul 2000,4.578854
51.25E,83.75S,0000 16 Jul 2000,4.562114
53.75E,83.75S,0000 16 Jul 2000,5.083833
56.25E,83.75S,0000 16 Jul 2000,5.307765
58.75E,83.75S,0000 16 Jul 2000,5.068236
61.25E,83.75S,0000 16 Jul 2000,5.335335
63.75E,83.75S,0000 16 Jul 2000,5.402893
66.25E,83.75S,0000 16 Jul 2000,4.768313
68.75E,83.75S,0000 16 Jul 2000,4.892059
71.25E,83.75S,0000 16 Jul 2000,5.491718
73.75E,83.75S,0000 16 Jul 2000,5.715057
76.25E,83.75S,0000 16 Jul 2000,7.499504
78.75E,83.75S,0000 16 Jul 2000,7.812799
81.25E,83.75S,0000 16 Jul 2000,8.468817
83.75E,83.75S,0000 16 Jul 2000,9.914237
86.25E,83.75S,0000 16 Jul 2000,9.675555
88.75E,83.75S,0000 16 Jul 2000,9.450486
91.25E,83.75S,0000 16 Jul 2000,9.478355
93.75E,83.75S,0000 16 Jul 2000,-5.815552
96.25E,83.75S,0000 16 Jul 2000,-6.668102
98.75E,83.75S,0000 16 Jul 2000,-7.214895
101.25E,83.75S,0000 16 Jul 2000,-5.796063
103.75E,83.75S,0000 16 Jul 2000,-5.319468
106.25E,83.75S,0000 16 Jul 2000,-5.441359
108.75E,83.75S,0000 16 Jul 2000,-6.714124
111.25E,83.75S,0000 16 Jul 2000,-7.17934
113.75E,83.75S,0000 16 Jul 2000,-7.209417
116.25E,83.75S,0000 16 Jul 2000,-7.452841
118.75E,83.75S,0000 16 Jul 2000,-6.805326
121.25E,83.75S,0000 16 Jul 2000,4.619586
123.75E,83.75S,0000 16 Jul 2000,3.042048
126.25E,83.75S,0000 16 Jul 2000,3.595815
128.75E,83.75S,0000 16 Jul 2000,3.021789
131.25E,83.75S,0000 16 Jul 2000,1.023071
133.75E,83.75S,0000 16 Jul 2000,1.434466
136.25E,83.75S,0000 16 Jul 2000,2.07933
138.75E,83.75S,0000 16 Jul 2000,3.005179
141.25E,83.75S,0000 16 Jul 2000,2.229997
143.75E,83.75S,0000 16 Jul 2000,2.565702
146.25E,83.75S,0000 16 Jul 2000,4.201198
148.75E,83.75S,0000 16 Jul 2000,4.670753
151.25E,83.75S,0000 16 Jul 2000,5.850901
153.75E,83.75S,0000 16 Jul 2000,3.252489
156.25E,83.75S,0000 16 Jul 2000,1.772836
158.75E,83.75S,0000 16 Jul 2000,3.149015
161.25E,83.75S,0000 16 Jul 2000,3.030933
163.75E,83.75S,0000 16 Jul 2000,3.242626
166.25E,83.75S,0000 16 Jul 2000,1.025602
168.75E,83.75S,0000 16 Jul 2000,-1.780923
171.25E,83.75S,0000 16 Jul 2000,-2.425463
173.75E,83.75S,0000 16 Jul 2000,-3.503481
176.25E,83.75S,0000 16 Jul 2000,-4.073941
178.75E,83.75S,0000 16 Jul 2000,-4.464864
178.75W,83.75S,0000 16 Jul 2000,-6.055321
176.25W,83.75S,0000 16 Jul 2000,-7.009212
173.75W,83.75S,0000 16 Jul 2000,-7.451316
171.25W,83.75S,0000 16 Jul 2000,-7.24419
168.75W,83.75S,0000 16 Jul 2000,-8.264202
166.25W,83.75S,0000 16 Jul 2000,-10.43962
163.75W,83.75S,0000 16 Jul 2000,-6.409126
161.25W,83.75S,0000 16 Jul 2000,-6.570094
158.75W,83.75S,0000 16 Jul 2000,-5.91452
156.25W,83.75S,0000 16 Jul 2000,-6.711937
153.75W,83.75S,0000 16 Jul 2000,-1.277467
151.25W,83.75S,0000 16 Jul 2000,-2.972776
148.75W,83.75S,0000 16 Jul 2000,-3.53612
146.25W,83.75S,0000 16 Jul 2000,-2.901603
143.75W,83.75S,0000 16 Jul 2000,-2.930544
141.25W,83.75S,0000 16 Jul 2000,-2.435733
138.75W,83.75S,0000 16 Jul 2000,-0.5155834
136.25W,83.75S,0000 16 Jul 2000,-0.3586434
133.75W,83.75S,0000 16 Jul 2000,-0.3274239
131.25W,83.75S,0000 16 Jul 2000,0.09715068
128.75W,83.75S,0000 16 Jul 2000,3.713884
126.25W,83.75S,0000 16 Jul 2000,5.182242
123.75W,83.75S,0000 16 Jul 2000,4.43932
121.25W,83.75S,0000 16 Jul 2000,3.432421
118.75W,83.75S,0000 16 Jul 2000,1.246399
116.25W,83.75S,0000 16 Jul 2000,2.131361
113.75W,83.75S,0000 16 Jul 2000,3.739645
111.25W,83.75S,0000 16 Jul 2000,3.595056
108.75W,83.75S,0000 16 Jul 2000,1.768945
106.25W,83.75S,0000 16 Jul 2000,1.854945
103.75W,83.75S,0000 16 Jul 2000,1.311093
101.25W,83.75S,0000 16 Jul 2000,1.466719
98.75W,83.75S,0000 16 Jul 2000,0.5160342
96.25W,83.75S,0000 16 Jul 2000,0.01031965
93.75W,83.75S,0000 16 Jul 2000,-0.4836876
91.25W,83.75S,0000 16 Jul 2000,0.4227527
88.75W,83.75S,0000 16 Jul 2000,0.2661583
86.25W,83.75S,0000 16 Jul 2000,0.8248089
83.75W,83.75S,0000 16 Jul 2000,0.7180666
81.25W,83.75S,0000 16 Jul 2000,0.7112151
78.75W,83.75S,0000 16 Jul 2000,0.6399938
76.25W,83.75S,0000 16 Jul 2000,-1.337491
73.75W,83.75S,0000 16 Jul 2000,-2.482023
71.25W,83.75S,0000 16 Jul 2000,-3.328469
68.75W,83.75S,0000 16 Jul 2000,-3.776222
66.25W,83.75S,0000 16 Jul 2000,-3.764017
63.75W,83.75S,0000 16 Jul 2000,-3.216799
61.25W,83.75S,0000 16 Jul 2000,-2.237525
58.75W,83.75S,0000 16 Jul 2000,-1.577083
56.25W,83.75S,0000 16 Jul 2000,-1.368177
53.75W,83.75S,0000 16 Jul 2000,-2.228111
51.25W,83.75S,0000 16 Jul 2000,-2.061922
48.75W,83.75S,0000 16 Jul 2000,-1.19986
46.25W,83.75S,0000 16 Jul 2000,0.167801
43.75W,83.75S,0000 16 Jul 2000,0.8123025
41.25W,83.75S,0000 16 Jul 2000,1.119116
38.75W,83.75S,0000 16 Jul 2000,2.48545
36.25W,83.75S,0000 16 Jul 2000,3.850483
33.75W,83.75S,0000 16 Jul 2000,4.096729
31.25W,83.75S,0000 16 Jul 2000,3.612344
28.75W,83.75S,0000 16 Jul 2000,3.455839
26.25W,83.75S,0000 16 Jul 2000,5.202358
23.75W,83.75S,0000 16 Jul 2000,6.761923
21.25W,83.75S,0000 16 Jul 2000,5.724321
18.75W,83.75S,0000 16 Jul 2000,4.821332
16.25W,83.75S,0000 16 Jul 2000,4.759808
13.75W,83.75S,0000 16 Jul 2000,6.37198
11.25W,83.75S,0000 16 Jul 2000,8.763936
8.75W,83.75S,0000 16 Jul 2000,5.838996
6.25W,83.75S,0000 16 Jul 2000,6.177635
3.75W,83.75S,0000 16 Jul 2000,5.39159
1.25W,83.75S,0000 16 Jul 2000,7.055063
1.25E,81.25S,0000 16 Jul 2000,4.565007
3.75E,81.25S,0000 16 Jul 2000,3.736792
6.25E,81.25S,0000 16 Jul 2000,4.043571
8.75E,81.25S,0000 16 Jul 2000,4.88769
11.25E,81.25S,0000 16 Jul 2000,5.621021
13.75E,81.25S,0000 16 Jul 2000,5.907411
16.25E,81.25S,0000 16 Jul 2000,5.480948
18.75E,81.25S,0000 16 Jul 2000,5.474289
21.25E,81.25S,0000 16 Jul 2000,5.364201
23.75E,81.25S,0000 16 Jul 2000,5.900976
26.25E,81.25S,0000 16 Jul 2000,6.057638
28.75E,81.25S,0000 16 Jul 2000,5.147127
31.25E,81.25S,0000 16 Jul 2000,6.146771
33.75E,81.25S,0000 16 Jul 2000,7.530148
36.25E,81.25S,0000 16 Jul 2000,9.119781
38.75E,81.25S,0000 16 Jul 2000,9.801066
41.25E,81.25S,0000 16 Jul 2000,9.612646
43.75E,81.25S,0000 16 Jul 2000,10.29289
46.25E,81.25S,0000 16 Jul 2000,10.49167
48.75E,81.25S,0000 16 Jul 2000,10.35444
51.25E,81.25S,0000 16 Jul 2000,9.974909
53.75E,81.25S,0000 16 Jul 2000,9.111622
56.25E,81.25S,0000 16 Jul 2000,7.944053
58.75E,81.25S,0000 16 Jul 2000,7.491011
61.25E,81.25S,0000 16 Jul 2000,7.028652
63.75E,81.25S,0000 16 Jul 2000,6.619687
66.25E,81.25S,0000 16 Jul 2000,6.362566
68.75E,81.25S,0000 16 Jul 2000,5.737009
71.25E,81.25S,0000 16 Jul 2000,5.451729
73.75E,81.25S,0000 16 Jul 2000,5.547305
76.25E,81.25S,0000 16 Jul 2000,5.42135
78.75E,81.25S,0000 16 Jul 2000,5.756085
81.25E,81.25S,0000 16 Jul 2000,6.594071
83.75E,81.25S,0000 16 Jul 2000,-0.2290239
86.25E,81.25S,0000 16 Jul 2000,-0.9974295
88.75E,81.25S,0000 16 Jul 2000,-2.007
91.25E,81.25S,0000 16 Jul 2000,-2.29513
93.75E,81.25S,0000 16 Jul 2000,-2.908292
96.25E,81.25S,0000 16 Jul 2000,-4.811848
98.75E,81.25S,0000 16 Jul 2000,-5.359478
101.25E,81.25S,0000 16 Jul 2000,-5.684855
103.75E,81.25S,0000 16 Jul 2000,-6.993008
106.25E,81.25S,0000 16 Jul 2000,-7.802624
108.75E,81.25S,0000 16 Jul 2000,-7.304222
111.25E,81.25S,0000 16 Jul 2000,-6.691539
113.75E,81.25S,0000 16 Jul 2000,-7.250008
116.25E,81.25S,0000 16 Jul 2000,-7.209093
118.75E,81.25S,0000 16 Jul 2000,-7.043499
121.25E,81.25S,0000 16 Jul 2000,-6.730558
123.75E,81.25S,0000 16 Jul 2000,-6.911853
126.25E,81.25S,0000 16 Jul 2000,-7.181483
128.75E,81.25S,0000 16 Jul 2000,-7.075494
131.25E,81.25S,0000 16 Jul 2000,1.659259
133.75E,81.25S,0000 16 Jul 2000,2.794892
136.25E,81.25S,0000 16 Jul 2000,2.611806
138.75E,81.25S,0000 16 Jul 2000,2.789167
141.25E,81.25S,0000 16 Jul 2000,2.215415
143.75E,81.25S,0000 16 Jul 2000,3.96693
146.25E,81.25S,0000 16 Jul 2000,-12.19786
148.75E,81.25S,0000 16 Jul 2000,-13.1031
151.25E,81.25S,0000 16 Jul 2000,-14.75835
153.75E,81.25S,0000 16 Jul 2000,-15.8486
156.25E,81.25S,0000 16 Jul 2000,-16.9123
158.75E,81.25S,0000 16 Jul 2000,-17.94189
161.25E,81.25S,0000 16 Jul 2000,-17.97983
163.75E,81.25S,0000 16 Jul 2000,-18.37597
166.25E,81.25S,0000 16 Jul 2000,-17.60502
168.75E,81.25S,0000 16 Jul 2000,-4.809116
171.25E,81.25S,0000 16 Jul 2000,-4.0801
173.75E,81.25S,0000 16 Jul 2000,-3.95533
176.25E,81.25S,0000 16 Jul 2000,-4.788064
178.75E,81.25S,0000 16 Jul 2000,-5.714492
178.75W,81.25S,0000 16 Jul 2000,-5.652368
176.25W,81.25S,0000 16 Jul 2000,-5.762858
173.75W,81.25S,0000 16 Jul 2000,-6.146526
171.25W,81.25S,0000 16 Jul 2000,-6.146159
168.75W,81.25S,0000 16 Jul 2000,-5.727166
166.25W,81.25S,0000 16 Jul 2000,-7.100226
163.75W,81.25S,0000 16 Jul 2000,-10.22566
161.25W,81.25S,0000 16 Jul 2000,-11.80693
