Longitude,Latitude,Time,Precipitation Anomaly
98.75E,3.75S,0000 16 Oct 2000,144.6935
101.25E,3.75S,0000 16 Oct 2000,-35.42057
103.75E,3.75S,0000 16 Oct 2000,-38.07602
106.25E,3.75S,0000 16 Oct 2000,2.267359
108.75E,3.75S,0000 16 Oct 2000,57.65329
111.25E,3.75S,0000 16 Oct 2000,-15.44135
113.75E,3.75S,0000 16 Oct 2000,34.28659
116.25E,3.75S,0000 16 Oct 2000,63.74285
118.75E,3.75S,0000 16 Oct 2000,42.3181
121.25E,3.75S,0000 16 Oct 2000,88.24203
123.75E,3.75S,0000 16 Oct 2000,89.27318
126.25E,3.75S,0000 16 Oct 2000,71.67217
128.75E,3.75S,0000 16 Oct 2000,84.14225
131.25E,3.75S,0000 16 Oct 2000,110.0276
133.75E,3.75S,0000 16 Oct 2000,74.28179
136.25E,3.75S,0000 16 Oct 2000,59.06591
138.75E,3.75S,0000 16 Oct 2000,149.1672
141.25E,3.75S,0000 16 Oct 2000,183.4373
143.75E,3.75S,0000 16 Oct 2000,164.3415
146.25E,3.75S,0000 16 Oct 2000,109.3288
148.75E,3.75S,0000 16 Oct 2000,113.0119
151.25E,3.75S,0000 16 Oct 2000,52.96236
153.75E,3.75S,0000 16 Oct 2000,-8.586733
156.25E,3.75S,0000 16 Oct 2000,-39.25237
158.75E,3.75S,0000 16 Oct 2000,-51.55117
161.25E,3.75S,0000 16 Oct 2000,-66.27335
163.75E,3.75S,0000 16 Oct 2000,-89.0441
166.25E,3.75S,0000 16 Oct 2000,-98.78786
168.75E,3.75S,0000 16 Oct 2000,-95.96366
171.25E,3.75S,0000 16 Oct 2000,-98.74686
173.75E,3.75S,0000 16 Oct 2000,-108.1713
176.25E,3.75S,0000 16 Oct 2000,-96.47871
178.75E,3.75S,0000 16 Oct 2000,-66.49332
178.75W,3.75S,0000 16 Oct 2000,-50.1066
176.25W,3.75S,0000 16 Oct 2000,-45.87947
173.75W,3.75S,0000 16 Oct 2000,-40.9131
171.25W,3.75S,0000 16 Oct 2000,-38.80324
168.75W,3.75S,0000 16 Oct 2000,-39.60044
166.25W,3.75S,0000 16 Oct 2000,-37.46194
163.75W,3.75S,0000 16 Oct 2000,-35.55509
161.25W,3.75S,0000 16 Oct 2000,-31.8931
158.75W,3.75S,0000 16 Oct 2000,-26.2947
156.25W,3.75S,0000 16 Oct 2000,-27.44802
153.75W,3.75S,0000 16 Oct 2000,-30.67585
151.25W,3.75S,0000 16 Oct 2000,-23.55602
148.75W,3.75S,0000 16 Oct 2000,-21.31096
146.25W,3.75S,0000 16 Oct 2000,-16.96271
143.75W,3.75S,0000 16 Oct 2000,-12.17017
141.25W,3.75S,0000 16 Oct 2000,-8.130384
138.75W,3.75S,0000 16 Oct 2000,-5.204328
136.25W,3.75S,0000 16 Oct 2000,-2.45567
133.75W,3.75S,0000 16 Oct 2000,-1.925096
131.25W,3.75S,0000 16 Oct 2000,-1.638324
128.75W,3.75S,0000 16 Oct 2000,-1.402928
126.25W,3.75S,0000 16 Oct 2000,-1.353555
123.75W,3.75S,0000 16 Oct 2000,-1.374508
121.25W,3.75S,0000 16 Oct 2000,-0.7717534
118.75W,3.75S,0000 16 Oct 2000,-0.5067363
116.25W,3.75S,0000 16 Oct 2000,-0.03684817
113.75W,3.75S,0000 16 Oct 2000,-0.01727294
111.25W,3.75S,0000 16 Oct 2000,0.6690888
108.75W,3.75S,0000 16 Oct 2000,0.9703138
106.25W,3.75S,0000 16 Oct 2000,1.150851
103.75W,3.75S,0000 16 Oct 2000,0.9103954
101.25W,3.75S,0000 16 Oct 2000,1.009877
98.75W,3.75S,0000 16 Oct 2000,0.7115688
96.25W,3.75S,0000 16 Oct 2000,0.130089
93.75W,3.75S,0000 16 Oct 2000,-0.3270567
91.25W,3.75S,0000 16 Oct 2000,-3.040335
88.75W,3.75S,0000 16 Oct 2000,-3.515685
86.25W,3.75S,0000 16 Oct 2000,-2.533791
83.75W,3.75S,0000 16 Oct 2000,-7.914898
81.25W,3.75S,0000 16 Oct 2000,-5.50532
78.75W,3.75S,0000 16 Oct 2000,-34.90912
76.25W,3.75S,0000 16 Oct 2000,-48.42952
73.75W,3.75S,0000 16 Oct 2000,-40.84953
71.25W,3.75S,0000 16 Oct 2000,28.13907
68.75W,3.75S,0000 16 Oct 2000,46.2059
66.25W,3.75S,0000 16 Oct 2000,18.28445
63.75W,3.75S,0000 16 Oct 2000,65.40073
61.25W,3.75S,0000 16 Oct 2000,48.63256
58.75W,3.75S,0000 16 Oct 2000,3.012163
56.25W,3.75S,0000 16 Oct 2000,54.44055
53.75W,3.75S,0000 16 Oct 2000,25.07528
51.25W,3.75S,0000 16 Oct 2000,4.791
48.75W,3.75S,0000 16 Oct 2000,-18.72202
46.25W,3.75S,0000 16 Oct 2000,-1.434999
43.75W,3.75S,0000 16 Oct 2000,-0.009244263
41.25W,3.75S,0000 16 Oct 2000,-4.864892
38.75W,3.75S,0000 16 Oct 2000,-9.93773
36.25W,3.75S,0000 16 Oct 2000,-8.174227
33.75W,3.75S,0000 16 Oct 2000,1.099138
31.25W,3.75S,0000 16 Oct 2000,1.347761
28.75W,3.75S,0000 16 Oct 2000,1.869202
26.25W,3.75S,0000 16 Oct 2000,2.197278
23.75W,3.75S,0000 16 Oct 2000,2.813731
21.25W,3.75S,0000 16 Oct 2000,2.700228
18.75W,3.75S,0000 16 Oct 2000,1.748723
16.25W,3.75S,0000 16 Oct 2000,1.032391
13.75W,3.75S,0000 16 Oct 2000,0.4521977
11.25W,3.75S,0000 16 Oct 2000,-0.02615129
8.75W,3.75S,0000 16 Oct 2000,0.1164629
6.25W,3.75S,0000 16 Oct 2000,0.3440719
3.75W,3.75S,0000 16 Oct 2000,0.1923204
1.25W,3.75S,0000 16 Oct 2000,-0.1353003
1.25E,1.25S,0000 16 Oct 2000,-1.012159
3.75E,1.25S,0000 16 Oct 2000,-1.764124
6.25E,1.25S,0000 16 Oct 2000,4.907593
8.75E,1.25S,0000 16 Oct 2000,86.94148
11.25E,1.25S,0000 16 Oct 2000,155.0295
13.75E,1.25S,0000 16 Oct 2000,106.0817
16.25E,1.25S,0000 16 Oct 2000,84.61353
18.75E,1.25S,0000 16 Oct 2000,68.83398
21.25E,1.25S,0000 16 Oct 2000,57.05424
23.75E,1.25S,0000 16 Oct 2000,63.43104
26.25E,1.25S,0000 16 Oct 2000,86.24797
28.75E,1.25S,0000 16 Oct 2000,95.99379
31.25E,1.25S,0000 16 Oct 2000,137.0789
33.75E,1.25S,0000 16 Oct 2000,25.53664
36.25E,1.25S,0000 16 Oct 2000,-46.95774
38.75E,1.25S,0000 16 Oct 2000,-42.31281
41.25E,1.25S,0000 16 Oct 2000,31.65177
43.75E,1.25S,0000 16 Oct 2000,38.70063
46.25E,1.25S,0000 16 Oct 2000,15.36757
48.75E,1.25S,0000 16 Oct 2000,5.080025
51.25E,1.25S,0000 16 Oct 2000,-20.21618
53.75E,1.25S,0000 16 Oct 2000,-27.18264
56.25E,1.25S,0000 16 Oct 2000,-28.53966
58.75E,1.25S,0000 16 Oct 2000,-29.47314
61.25E,1.25S,0000 16 Oct 2000,-35.03811
63.75E,1.25S,0000 16 Oct 2000,-25.40071
66.25E,1.25S,0000 16 Oct 2000,-10.02264
68.75E,1.25S,0000 16 Oct 2000,-16.36683
71.25E,1.25S,0000 16 Oct 2000,-26.94636
73.75E,1.25S,0000 16 Oct 2000,-33.30122
76.25E,1.25S,0000 16 Oct 2000,-21.43832
78.75E,1.25S,0000 16 Oct 2000,-11.29864
81.25E,1.25S,0000 16 Oct 2000,20.00533
83.75E,1.25S,0000 16 Oct 2000,9.290989
86.25E,1.25S,0000 16 Oct 2000,-31.29962
88.75E,1.25S,0000 16 Oct 2000,-5.829795
91.25E,1.25S,0000 16 Oct 2000,27.3399
93.75E,1.25S,0000 16 Oct 2000,57.56148
96.25E,1.25S,0000 16 Oct 2000,108.7817
98.75E,1.25S,0000 16 Oct 2000,123.0367
101.25E,1.25S,0000 16 Oct 2000,3.412266
103.75E,1.25S,0000 16 Oct 2000,-3.093508
106.25E,1.25S,0000 16 Oct 2000,31.58962
108.75E,1.25S,0000 16 Oct 2000,-46.94344
111.25E,1.25S,0000 16 Oct 2000,-16.39689
113.75E,1.25S,0000 16 Oct 2000,67.97665
116.25E,1.25S,0000 16 Oct 2000,88.28171
118.75E,1.25S,0000 16 Oct 2000,88.94077
121.25E,1.25S,0000 16 Oct 2000,90.1611
123.75E,1.25S,0000 16 Oct 2000,109.7961
126.25E,1.25S,0000 16 Oct 2000,89.49203
128.75E,1.25S,0000 16 Oct 2000,122.4997
131.25E,1.25S,0000 16 Oct 2000,-28.989
133.75E,1.25S,0000 16 Oct 2000,40.97653
136.25E,1.25S,0000 16 Oct 2000,23.80045
138.75E,1.25S,0000 16 Oct 2000,36.10424
141.25E,1.25S,0000 16 Oct 2000,156.819
143.75E,1.25S,0000 16 Oct 2000,114.5785
146.25E,1.25S,0000 16 Oct 2000,88.03451
148.75E,1.25S,0000 16 Oct 2000,69.25629
151.25E,1.25S,0000 16 Oct 2000,24.54209
153.75E,1.25S,0000 16 Oct 2000,-30.78131
156.25E,1.25S,0000 16 Oct 2000,-44.16998
158.75E,1.25S,0000 16 Oct 2000,-28.46767
161.25E,1.25S,0000 16 Oct 2000,-65.77512
163.75E,1.25S,0000 16 Oct 2000,-109.6161
166.25E,1.25S,0000 16 Oct 2000,-114.0534
168.75E,1.25S,0000 16 Oct 2000,-86.04756
171.25E,1.25S,0000 16 Oct 2000,-87.35285
173.75E,1.25S,0000 16 Oct 2000,-68.21721
176.25E,1.25S,0000 16 Oct 2000,-57.14344
178.75E,1.25S,0000 16 Oct 2000,-44.17059
178.75W,1.25S,0000 16 Oct 2000,-37.65904
176.25W,1.25S,0000 16 Oct 2000,-37.88451
173.75W,1.25S,0000 16 Oct 2000,-34.89051
171.25W,1.25S,0000 16 Oct 2000,-30.26177
168.75W,1.25S,0000 16 Oct 2000,-32.51237
166.25W,1.25S,0000 16 Oct 2000,-36.47022
163.75W,1.25S,0000 16 Oct 2000,-36.24146
161.25W,1.25S,0000 16 Oct 2000,-33.35661
158.75W,1.25S,0000 16 Oct 2000,-28.6514
156.25W,1.25S,0000 16 Oct 2000,-23.94748
153.75W,1.25S,0000 16 Oct 2000,-19.8063
151.25W,1.25S,0000 16 Oct 2000,-17.1681
148.75W,1.25S,0000 16 Oct 2000,-14.31243
146.25W,1.25S,0000 16 Oct 2000,-11.44042
143.75W,1.25S,0000 16 Oct 2000,-9.204619
141.25W,1.25S,0000 16 Oct 2000,-9.251368
138.75W,1.25S,0000 16 Oct 2000,-8.10116
136.25W,1.25S,0000 16 Oct 2000,-7.04491
133.75W,1.25S,0000 16 Oct 2000,-5.98348
131.25W,1.25S,0000 16 Oct 2000,-4.694222
128.75W,1.25S,0000 16 Oct 2000,-3.444272
126.25W,1.25S,0000 16 Oct 2000,-1.932045
123.75W,1.25S,0000 16 Oct 2000,-0.5601069
121.25W,1.25S,0000 16 Oct 2000,-0.8291268
118.75W,1.25S,0000 16 Oct 2000,-1.973087
116.25W,1.25S,0000 16 Oct 2000,-2.260155
113.75W,1.25S,0000 16 Oct 2000,-1.952073
111.25W,1.25S,0000 16 Oct 2000,-2.446069
108.75W,1.25S,0000 16 Oct 2000,-2.066002
106.25W,1.25S,0000 16 Oct 2000,-0.8735726
103.75W,1.25S,0000 16 Oct 2000,-0.061988
101.25W,1.25S,0000 16 Oct 2000,-0.185517
98.75W,1.25S,0000 16 Oct 2000,-0.4086211
96.25W,1.25S,0000 16 Oct 2000,-0.7377627
93.75W,1.25S,0000 16 Oct 2000,-1.242078
91.25W,1.25S,0000 16 Oct 2000,-2.658482
88.75W,1.25S,0000 16 Oct 2000,-2.958464
86.25W,1.25S,0000 16 Oct 2000,-3.323119
83.75W,1.25S,0000 16 Oct 2000,-14.9282
81.25W,1.25S,0000 16 Oct 2000,-3.441505
78.75W,1.25S,0000 16 Oct 2000,-77.85954
76.25W,1.25S,0000 16 Oct 2000,-69.71012
73.75W,1.25S,0000 16 Oct 2000,-41.68781
71.25W,1.25S,0000 16 Oct 2000,-20.56313
68.75W,1.25S,0000 16 Oct 2000,16.14522
66.25W,1.25S,0000 16 Oct 2000,51.02246
63.75W,1.25S,0000 16 Oct 2000,38.87189
61.25W,1.25S,0000 16 Oct 2000,30.32472
58.75W,1.25S,0000 16 Oct 2000,4.026375
56.25W,1.25S,0000 16 Oct 2000,-16.23978
53.75W,1.25S,0000 16 Oct 2000,-11.01386
51.25W,1.25S,0000 16 Oct 2000,17.12723
48.75W,1.25S,0000 16 Oct 2000,19.14294
46.25W,1.25S,0000 16 Oct 2000,-13.47666
43.75W,1.25S,0000 16 Oct 2000,-4.366901
41.25W,1.25S,0000 16 Oct 2000,4.344789
38.75W,1.25S,0000 16 Oct 2000,1.244141
36.25W,1.25S,0000 16 Oct 2000,-0.744833
33.75W,1.25S,0000 16 Oct 2000,-0.6247296
31.25W,1.25S,0000 16 Oct 2000,0.7387086
28.75W,1.25S,0000 16 Oct 2000,1.550535
26.25W,1.25S,0000 16 Oct 2000,1.758055
23.75W,1.25S,0000 16 Oct 2000,2.277963
21.25W,1.25S,0000 16 Oct 2000,1.88125
18.75W,1.25S,0000 16 Oct 2000,0.9838375
16.25W,1.25S,0000 16 Oct 2000,0.3165518
13.75W,1.25S,0000 16 Oct 2000,-0.2072437
11.25W,1.25S,0000 16 Oct 2000,-0.1988427
8.75W,1.25S,0000 16 Oct 2000,0.1902989
6.25W,1.25S,0000 16 Oct 2000,0.4880051
3.75W,1.25S,0000 16 Oct 2000,0.005630076
1.25W,1.25S,0000 16 Oct 2000,-0.2020078
1.25E,1.25N,0000 16 Oct 2000,8.440805
3.75E,1.25N,0000 16 Oct 2000,9.520028
6.25E,1.25N,0000 16 Oct 2000,19.63005
8.75E,1.25N,0000 16 Oct 2000,189.3013
11.25E,1.25N,0000 16 Oct 2000,207.5283
13.75E,1.25N,0000 16 Oct 2000,160.4695
16.25E,1.25N,0000 16 Oct 2000,121.671
18.75E,1.25N,0000 16 Oct 2000,72.10923
21.25E,1.25N,0000 16 Oct 2000,50.84316
23.75E,1.25N,0000 16 Oct 2000,27.4243
26.25E,1.25N,0000 16 Oct 2000,64.99805
28.75E,1.25N,0000 16 Oct 2000,89.34789
31.25E,1.25N,0000 16 Oct 2000,77.2066
33.75E,1.25N,0000 16 Oct 2000,-9.448631
36.25E,1.25N,0000 16 Oct 2000,-47.20942
38.75E,1.25N,0000 16 Oct 2000,-72.96652
41.25E,1.25N,0000 16 Oct 2000,-31.63332
43.75E,1.25N,0000 16 Oct 2000,-31.74263
46.25E,1.25N,0000 16 Oct 2000,-19.73531
48.75E,1.25N,0000 16 Oct 2000,-17.13856
51.25E,1.25N,0000 16 Oct 2000,-12.31003
53.75E,1.25N,0000 16 Oct 2000,-26.35339
56.25E,1.25N,0000 16 Oct 2000,-31.45
58.75E,1.25N,0000 16 Oct 2000,-39.02038
61.25E,1.25N,0000 16 Oct 2000,-43.01836
63.75E,1.25N,0000 16 Oct 2000,-35.77982
66.25E,1.25N,0000 16 Oct 2000,-21.63367
68.75E,1.25N,0000 16 Oct 2000,-14.04334
71.25E,1.25N,0000 16 Oct 2000,-13.02639
73.75E,1.25N,0000 16 Oct 2000,-13.38828
76.25E,1.25N,0000 16 Oct 2000,-0.1717663
78.75E,1.25N,0000 16 Oct 2000,14.92948
81.25E,1.25N,0000 16 Oct 2000,25.50517
83.75E,1.25N,0000 16 Oct 2000,40.87568
86.25E,1.25N,0000 16 Oct 2000,66.06104
88.75E,1.25N,0000 16 Oct 2000,73.28259
91.25E,1.25N,0000 16 Oct 2000,72.61557
93.75E,1.25N,0000 16 Oct 2000,58.87767
96.25E,1.25N,0000 16 Oct 2000,66.04322
98.75E,1.25N,0000 16 Oct 2000,-1.714381
101.25E,1.25N,0000 16 Oct 2000,15.80732
103.75E,1.25N,0000 16 Oct 2000,14.79138
106.25E,1.25N,0000 16 Oct 2000,65.79828
108.75E,1.25N,0000 16 Oct 2000,-69.89498
111.25E,1.25N,0000 16 Oct 2000,-43.43727
113.75E,1.25N,0000 16 Oct 2000,-3.355503
116.25E,1.25N,0000 16 Oct 2000,-5.746469
118.75E,1.25N,0000 16 Oct 2000,55.85017
121.25E,1.25N,0000 16 Oct 2000,130.054
123.75E,1.25N,0000 16 Oct 2000,130.7076
126.25E,1.25N,0000 16 Oct 2000,123.4976
128.75E,1.25N,0000 16 Oct 2000,152.1861
131.25E,1.25N,0000 16 Oct 2000,138.5354
133.75E,1.25N,0000 16 Oct 2000,139.1471
136.25E,1.25N,0000 16 Oct 2000,154.4944
138.75E,1.25N,0000 16 Oct 2000,154.2024
141.25E,1.25N,0000 16 Oct 2000,151.602
143.75E,1.25N,0000 16 Oct 2000,99.28168
146.25E,1.25N,0000 16 Oct 2000,74.03322
148.75E,1.25N,0000 16 Oct 2000,62.9945
151.25E,1.25N,0000 16 Oct 2000,61.70007
153.75E,1.25N,0000 16 Oct 2000,20.30065
156.25E,1.25N,0000 16 Oct 2000,37.52644
158.75E,1.25N,0000 16 Oct 2000,44.93234
161.25E,1.25N,0000 16 Oct 2000,-14.1054
163.75E,1.25N,0000 16 Oct 2000,-54.83458
166.25E,1.25N,0000 16 Oct 2000,-67.29762
168.75E,1.25N,0000 16 Oct 2000,-62.56634
171.25E,1.25N,0000 16 Oct 2000,-55.68312
173.75E,1.25N,0000 16 Oct 2000,-51.97578
176.25E,1.25N,0000 16 Oct 2000,-47.86111
178.75E,1.25N,0000 16 Oct 2000,-44.97687
178.75W,1.25N,0000 16 Oct 2000,-42.04717
176.25W,1.25N,0000 16 Oct 2000,-41.10106
173.75W,1.25N,0000 16 Oct 2000,-39.33282
171.25W,1.25N,0000 16 Oct 2000,-34.18716
168.75W,1.25N,0000 16 Oct 2000,-35.97936
166.25W,1.25N,0000 16 Oct 2000,-37.95945
163.75W,1.25N,0000 16 Oct 2000,-35.34696
161.25W,1.25N,0000 16 Oct 2000,-32.29489
158.75W,1.25N,0000 16 Oct 2000,-27.04963
156.25W,1.25N,0000 16 Oct 2000,-21.75477
153.75W,1.25N,0000 16 Oct 2000,-21.20197
151.25W,1.25N,0000 16 Oct 2000,-19.38899
148.75W,1.25N,0000 16 Oct 2000,-15.67391
146.25W,1.25N,0000 16 Oct 2000,-13.53636
143.75W,1.25N,0000 16 Oct 2000,-11.62018
141.25W,1.25N,0000 16 Oct 2000,-12.74677
138.75W,1.25N,0000 16 Oct 2000,-11.92827
136.25W,1.25N,0000 16 Oct 2000,-12.03409
133.75W,1.25N,0000 16 Oct 2000,-12.06668
131.25W,1.25N,0000 16 Oct 2000,-11.26253
128.75W,1.25N,0000 16 Oct 2000,-10.73895
126.25W,1.25N,0000 16 Oct 2000,-9.018118
123.75W,1.25N,0000 16 Oct 2000,-6.987401
121.25W,1.25N,0000 16 Oct 2000,-7.321118
118.75W,1.25N,0000 16 Oct 2000,-8.849444
116.25W,1.25N,0000 16 Oct 2000,-9.165315
113.75W,1.25N,0000 16 Oct 2000,-8.632692
111.25W,1.25N,0000 16 Oct 2000,-7.691741
108.75W,1.25N,0000 16 Oct 2000,-6.966547
106.25W,1.25N,0000 16 Oct 2000,-4.220365
103.75W,1.25N,0000 16 Oct 2000,-1.807953
101.25W,1.25N,0000 16 Oct 2000,-2.018394
98.75W,1.25N,0000 16 Oct 2000,-2.186719
96.25W,1.25N,0000 16 Oct 2000,-2.640654
93.75W,1.25N,0000 16 Oct 2000,-3.063864
91.25W,1.25N,0000 16 Oct 2000,-3.180823
88.75W,1.25N,0000 16 Oct 2000,-4.741702
86.25W,1.25N,0000 16 Oct 2000,-6.521745
83.75W,1.25N,0000 16 Oct 2000,-28.00104
81.25W,1.25N,0000 16 Oct 2000,-56.91544
78.75W,1.25N,0000 16 Oct 2000,-44.33573
76.25W,1.25N,0000 16 Oct 2000,-68.58408
73.75W,1.25N,0000 16 Oct 2000,-56.73592
71.25W,1.25N,0000 16 Oct 2000,-39.7092
68.75W,1.25N,0000 16 Oct 2000,-15.84777
66.25W,1.25N,0000 16 Oct 2000,17.37734
63.75W,1.25N,0000 16 Oct 2000,9.716724
61.25W,1.25N,0000 16 Oct 2000,-20.7055
58.75W,1.25N,0000 16 Oct 2000,-16.46174
56.25W,1.25N,0000 16 Oct 2000,-44.19014
53.75W,1.25N,0000 16 Oct 2000,-11.83271
51.25W,1.25N,0000 16 Oct 2000,-4.919518
48.75W,1.25N,0000 16 Oct 2000,-0.1465778
46.25W,1.25N,0000 16 Oct 2000,-1.607678
43.75W,1.25N,0000 16 Oct 2000,0.1669917
41.25W,1.25N,0000 16 Oct 2000,-1.198994
38.75W,1.25N,0000 16 Oct 2000,-3.206059
36.25W,1.25N,0000 16 Oct 2000,-6.495729
33.75W,1.25N,0000 16 Oct 2000,-6.335966
31.25W,1.25N,0000 16 Oct 2000,-1.302682
28.75W,1.25N,0000 16 Oct 2000,4.505864
26.25W,1.25N,0000 16 Oct 2000,6.512839
23.75W,1.25N,0000 16 Oct 2000,3.928884
21.25W,1.25N,0000 16 Oct 2000,2.534063
18.75W,1.25N,0000 16 Oct 2000,0.6956128
16.25W,1.25N,0000 16 Oct 2000,-0.4829836
13.75W,1.25N,0000 16 Oct 2000,0.9837943
11.25W,1.25N,0000 16 Oct 2000,1.719899
8.75W,1.25N,0000 16 Oct 2000,0.09759045
6.25W,1.25N,0000 16 Oct 2000,2.16186
3.75W,1.25N,0000 16 Oct 2000,3.26387
1.25W,1.25N,0000 16 Oct 2000,4.573469
1.25E,3.75N,0000 16 Oct 2000,11.89139
3.75E,3.75N,0000 16 Oct 2000,43.55542
6.25E,3.75N,0000 16 Oct 2000,15.40832
8.75E,3.75N,0000 16 Oct 2000,-14.79112
11.25E,3.75N,0000 16 Oct 2000,94.56127
13.75E,3.75N,0000 16 Oct 2000,108.8877
16.25E,3.75N,0000 16 Oct 2000,118.0176
18.75E,3.75N,0000 16 Oct 2000,35.6743
21.25E,3.75N,0000 16 Oct 2000,-0.8532438
23.75E,3.75N,0000 16 Oct 2000,-39.44809
26.25E,3.75N,0000 16 Oct 2000,31.46186
28.75E,3.75N,0000 16 Oct 2000,48.68597
31.25E,3.75N,0000 16 Oct 2000,36.91114
33.75E,3.75N,0000 16 Oct 2000,15.84069
36.25E,3.75N,0000 16 Oct 2000,-9.16006
38.75E,3.75N,0000 16 Oct 2000,-47.14869
41.25E,3.75N,0000 16 Oct 2000,-34.66279
43.75E,3.75N,0000 16 Oct 2000,-19.61617
46.25E,3.75N,0000 16 Oct 2000,-12.95703
48.75E,3.75N,0000 16 Oct 2000,-15.41399
51.25E,3.75N,0000 16 Oct 2000,-23.81702
53.75E,3.75N,0000 16 Oct 2000,-15.11786
56.25E,3.75N,0000 16 Oct 2000,-20.3413
58.75E,3.75N,0000 16 Oct 2000,-44.29892
61.25E,3.75N,0000 16 Oct 2000,-57.54152
63.75E,3.75N,0000 16 Oct 2000,-48.85731
66.25E,3.75N,0000 16 Oct 2000,-37.03764
68.75E,3.75N,0000 16 Oct 2000,-26.17839
71.25E,3.75N,0000 16 Oct 2000,-21.72295
73.75E,3.75N,0000 16 Oct 2000,-10.42441
76.25E,3.75N,0000 16 Oct 2000,-11.37924
78.75E,3.75N,0000 16 Oct 2000,-1.586207
81.25E,3.75N,0000 16 Oct 2000,5.611643
83.75E,3.75N,0000 16 Oct 2000,29.41073
86.25E,3.75N,0000 16 Oct 2000,69.92316
88.75E,3.75N,0000 16 Oct 2000,101.0932
91.25E,3.75N,0000 16 Oct 2000,111.8988
93.75E,3.75N,0000 16 Oct 2000,83.36308
96.25E,3.75N,0000 16 Oct 2000,52.51658
98.75E,3.75N,0000 16 Oct 2000,99.42474
101.25E,3.75N,0000 16 Oct 2000,44.43554
103.75E,3.75N,0000 16 Oct 2000,-16.70745
106.25E,3.75N,0000 16 Oct 2000,160.7836
108.75E,3.75N,0000 16 Oct 2000,153.0663
111.25E,3.75N,0000 16 Oct 2000,-16.63049
113.75E,3.75N,0000 16 Oct 2000,68.68321
116.25E,3.75N,0000 16 Oct 2000,-46.30344
118.75E,3.75N,0000 16 Oct 2000,95.68789
121.25E,3.75N,0000 16 Oct 2000,155.7354
123.75E,3.75N,0000 16 Oct 2000,159.0174
126.25E,3.75N,0000 16 Oct 2000,183.2814
128.75E,3.75N,0000 16 Oct 2000,195.8981
131.25E,3.75N,0000 16 Oct 2000,171.0561
133.75E,3.75N,0000 16 Oct 2000,161.2713
136.25E,3.75N,0000 16 Oct 2000,156.3743
138.75E,3.75N,0000 16 Oct 2000,170.1253
141.25E,3.75N,0000 16 Oct 2000,157.3167
143.75E,3.75N,0000 16 Oct 2000,129.8643
146.25E,3.75N,0000 16 Oct 2000,94.62048
148.75E,3.75N,0000 16 Oct 2000,106.4874
151.25E,3.75N,0000 16 Oct 2000,139.3229
153.75E,3.75N,0000 16 Oct 2000,86.85517
156.25E,3.75N,0000 16 Oct 2000,142.3631
158.75E,3.75N,0000 16 Oct 2000,140.4651
161.25E,3.75N,0000 16 Oct 2000,85.00953
163.75E,3.75N,0000 16 Oct 2000,53.66369
166.25E,3.75N,0000 16 Oct 2000,29.11706
168.75E,3.75N,0000 16 Oct 2000,13.18154
171.25E,3.75N,0000 16 Oct 2000,-1.46535
173.75E,3.75N,0000 16 Oct 2000,-26.85928
176.25E,3.75N,0000 16 Oct 2000,-48.28536
178.75E,3.75N,0000 16 Oct 2000,-55.45208
178.75W,3.75N,0000 16 Oct 2000,-50.75359
176.25W,3.75N,0000 16 Oct 2000,-46.61895
173.75W,3.75N,0000 16 Oct 2000,-47.47948
171.25W,3.75N,0000 16 Oct 2000,-42.36012
168.75W,3.75N,0000 16 Oct 2000,-43.09352
166.25W,3.75N,0000 16 Oct 2000,-47.67134
163.75W,3.75N,0000 16 Oct 2000,-44.97102
161.25W,3.75N,0000 16 Oct 2000,-49.04772
158.75W,3.75N,0000 16 Oct 2000,-38.93538
156.25W,3.75N,0000 16 Oct 2000,-33.36856
153.75W,3.75N,0000 16 Oct 2000,-29.9495
151.25W,3.75N,0000 16 Oct 2000,-23.74531
148.75W,3.75N,0000 16 Oct 2000,-19.74034
146.25W,3.75N,0000 16 Oct 2000,-20.83928
143.75W,3.75N,0000 16 Oct 2000,-19.65701
141.25W,3.75N,0000 16 Oct 2000,-16.98211
138.75W,3.75N,0000 16 Oct 2000,-16.7268
136.25W,3.75N,0000 16 Oct 2000,-18.19819
133.75W,3.75N,0000 16 Oct 2000,-21.15424
131.25W,3.75N,0000 16 Oct 2000,-21.52671
128.75W,3.75N,0000 16 Oct 2000,-20.41956
126.25W,3.75N,0000 16 Oct 2000,-19.43924
123.75W,3.75N,0000 16 Oct 2000,-18.42634
121.25W,3.75N,0000 16 Oct 2000,-18.14707
118.75W,3.75N,0000 16 Oct 2000,-17.55586
116.25W,3.75N,0000 16 Oct 2000,-17.07345
113.75W,3.75N,0000 16 Oct 2000,-16.24577
111.25W,3.75N,0000 16 Oct 2000,-13.60946
108.75W,3.75N,0000 16 Oct 2000,-12.73396
106.25W,3.75N,0000 16 Oct 2000,-9.8817
103.75W,3.75N,0000 16 Oct 2000,-4.447959
101.25W,3.75N,0000 16 Oct 2000,-8.081587
98.75W,3.75N,0000 16 Oct 2000,-10.61362
96.25W,3.75N,0000 16 Oct 2000,-9.698827
93.75W,3.75N,0000 16 Oct 2000,-7.976349
91.25W,3.75N,0000 16 Oct 2000,-11.54544
88.75W,3.75N,0000 16 Oct 2000,-15.85817
86.25W,3.75N,0000 16 Oct 2000,-23.94404
83.75W,3.75N,0000 16 Oct 2000,-36.75708
81.25W,3.75N,0000 16 Oct 2000,-85.18132
